rownum,stateabbrv,avg smoke,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,avg obese,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,avg exercise,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,AL,0.1829,0.193,0.211,0.159,0.169,0.356,0.487,0.303,0.377,0.258,0.686,0.547,0.667,0.762,0.769,17.746,"9,466.62",1.445,-0.541,86.296,80.338,64.679,77.222,58.967,88.620,0.026,0.022,0.035,0.113,0.426,0.298,0.096,0.339,-0.731,40.555,58.906,0.868,0.064,-0.094,-0.021,0.497,0.247,0.625,0.009,0.017,18.37,0.337,"27,364.34","80,968.19",5.282,16.945,-20.059,-0.007,11.288,"2,504.00",0.028,37.423,0.372,0.006,"1,603.51",0.010,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,FL,0.2320,0.320,0.255,0.206,0.147,0.231,0.287,0.226,0.235,0.174,0.761,0.600,0.744,0.819,0.882,20.129,"10,206.79",0.463,0.036,80.953,79.830,69.246,81.316,66.403,68.700,0.061,0.057,0.067,0.138,0.334,0.124,0.137,0.542,-1.216,44.390,13.715,3.062,0.045,0.480,0.583,0.613,0.063,3.955,0.035,0.034,169.71,0.309,"34,256.17","126,189.63",5.409,19.185,5.390,-0.010,21.922,"3,254.32",0.025,39.736,0.241,,"1,995.33",0.016,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,AL,0.2154,0.281,0.235,0.191,0.155,0.256,0.327,0.280,0.225,0.190,0.731,0.570,0.716,0.807,0.829,18.679,"9,781.01",0.460,-0.338,80.932,81.255,62.052,77.487,65.579,68.760,0.077,0.084,0.071,0.317,0.401,0.172,0.130,0.459,-0.984,51.482,28.922,1.300,0.051,0.192,0.286,0.587,0.149,2.058,0.016,0.013,99.29,0.267,"33,321.26","119,099.94",4.504,17.809,-11.938,0.000,18.863,"4,673.39",-0.039,38.020,0.273,0.008,"1,804.58",0.018,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,AL,0.1628,0.227,0.294,0.000,0.130,0.326,0.352,0.294,0.478,0.182,0.694,0.559,0.673,0.783,0.762,18.975,"10,866.98",1.616,-1.506,86.023,75.780,57.241,73.226,61.993,131.505,0.022,0.023,0.021,0.134,0.378,0.221,0.115,0.442,-1.186,50.815,35.878,0.873,0.061,-0.002,0.066,0.528,0.254,0.475,0.011,0.017,27.21,0.390,"27,014.97","87,127.53",4.630,17.618,-16.944,0.004,10.723,"1,492.55",-0.026,39.179,0.277,0.008,"1,418.74",0.010,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,AL,0.1892,0.253,0.187,0.157,0.160,0.289,0.365,0.282,0.274,0.235,0.719,0.547,0.751,0.770,0.809,15.316,"9,586.02",0.821,0.232,84.053,83.731,70.015,78.824,67.434,72.701,0.102,0.103,0.103,0.265,0.420,0.163,0.134,0.436,-0.713,49.682,40.114,1.171,0.042,0.196,0.277,0.605,0.117,1.541,0.019,0.020,105.07,0.278,"33,533.47","117,381.10",4.424,17.864,-17.886,0.005,23.430,"3,753.12",-0.053,35.841,0.301,0.006,"1,662.87",0.015,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,AL,0.1642,0.252,0.190,0.152,0.063,0.346,0.330,0.451,0.344,0.258,0.665,0.524,0.690,0.697,0.750,17.812,"10,550.34",1.267,-0.527,86.553,83.487,65.568,77.250,65.455,126.437,0.016,0.013,0.015,0.129,0.382,0.207,0.145,0.432,-1.275,60.589,23.180,0.920,0.054,0.024,0.095,0.572,0.171,1.006,0.016,0.016,34.96,0.409,"28,445.04","80,882.62",4.635,16.662,-10.041,0.006,14.300,"2,422.96",0.016,42.234,0.262,0.007,"2,188.06",0.010,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,VA,0.2313,0.331,0.270,0.176,0.148,0.255,0.267,0.244,0.272,0.240,0.727,0.556,0.732,0.814,0.806,17.737,"10,068.15",0.385,-0.719,80.339,85.131,61.230,82.844,58.200,115.394,0.018,0.019,0.017,0.132,0.341,0.172,0.102,0.548,-0.434,38.987,3.689,0.535,0.056,-0.118,-0.027,0.509,0.140,0.657,0.007,0.008,72.73,0.320,"27,293.57","89,190.71",5.618,15.221,-2.029,-0.015,11.326,"1,493.80",-0.044,44.031,0.182,0.008,"1,709.23",0.017,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,WV,0.2874,0.423,0.266,0.175,0.286,0.351,0.313,0.347,0.425,0.321,0.605,0.549,0.578,0.650,0.643,18.828,"10,075.46",1.188,-2.116,81.101,81.229,46.578,77.979,47.131,132.023,0.019,0.016,0.030,0.232,0.345,0.316,0.054,0.507,-1.495,27.681,6.401,0.503,0.071,-0.383,-0.374,0.364,0.043,0.338,0.007,0.010,51.21,0.263,"22,243.97","45,852.24",6.846,14.859,-8.757,-0.006,6.327,"11,339.98",,44.552,0.209,0.005,"1,210.72",0.012,2.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,VA,0.2352,0.365,0.260,0.153,0.163,0.336,0.343,0.399,0.366,0.234,0.685,0.500,0.676,0.708,0.857,16.283,"11,654.35",0.260,-1.109,82.126,83.448,56.745,81.881,61.420,143.199,0.011,0.010,0.012,0.068,0.342,0.215,0.099,0.525,-0.662,41.704,1.314,0.614,0.051,-0.110,0.025,0.477,0.077,0.432,0.006,0.006,71.17,0.317,"25,086.34","81,777.28",5.790,,7.398,-0.019,9.784,"1,413.52",-0.021,43.634,0.194,0.005,"1,691.15",0.025,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,VA,0.2309,0.284,0.314,0.216,0.110,0.268,0.304,0.238,0.271,0.259,0.760,0.649,0.732,0.815,0.845,12.748,"9,819.84",-1.181,-0.097,79.949,85.881,62.848,82.739,61.719,72.517,0.053,0.060,0.044,0.051,0.234,0.055,0.076,0.486,-1.145,41.553,15.235,3.078,0.024,1.031,1.325,0.724,0.056,3.454,0.063,0.035,172.88,0.205,"41,265.92","181,651.91",5.539,,-2.820,-0.012,25.098,"1,659.77",0.310,41.868,0.158,0.006,"1,840.22",0.023,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,MD,0.2126,0.299,0.244,0.184,0.123,0.244,0.288,0.244,0.245,0.201,0.748,0.592,0.726,0.806,0.868,11.688,"9,404.28",-1.253,0.195,80.688,83.878,66.990,81.397,67.932,67.000,0.130,0.127,0.132,0.356,0.334,0.099,0.156,0.456,-0.081,44.245,27.542,2.025,0.043,0.156,0.214,0.663,0.084,5.795,0.021,0.022,"1,123.20",0.199,"44,194.33","179,690.45",6.872,17.981,-2.440,0.017,29.184,"7,780.29",-0.035,38.832,0.262,0.011,"2,088.16",0.025,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,VA,0.2355,0.176,0.300,0.308,0.158,0.404,0.438,0.400,0.500,0.278,0.634,0.529,0.600,0.615,0.789,18.505,"7,618.76",1.044,1.115,86.719,89.351,67.467,86.166,69.642,44.360,0.009,0.008,0.005,0.046,0.370,0.132,0.069,0.495,0.970,43.652,31.157,1.721,0.045,0.191,0.211,0.529,0.099,2.048,0.016,0.009,59.11,0.310,"39,561.48","148,325.20",4.996,,1.402,,17.404,,,39.631,0.251,0.004,"1,583.20",0.016,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,DC,0.1857,0.259,0.206,0.169,0.109,0.223,0.296,0.227,0.205,0.162,0.771,0.619,0.746,0.833,0.884,12.917,"8,232.09",-1.218,0.055,72.230,83.137,68.230,82.324,65.347,50.588,0.127,0.115,0.136,0.271,0.295,0.074,0.161,0.407,-0.748,46.055,26.697,9.148,0.034,0.390,0.438,0.714,0.039,17.738,0.026,0.030,893.07,0.160,"53,705.70","256,177.80",7.694,18.879,-6.882,-0.002,42.544,"10,316.57",-0.050,43.231,0.215,0.005,"3,565.88",0.037,2.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,MI,0.1914,0.274,0.248,0.138,0.105,0.322,0.357,0.227,0.355,0.351,0.785,0.655,0.785,0.877,0.825,13.934,"7,736.94",1.355,0.889,83.531,87.944,69.502,82.705,71.967,52.183,0.037,0.039,0.033,0.088,0.252,0.105,0.086,0.615,0.697,63.284,1.325,0.667,0.060,-0.068,0.066,0.603,0.115,1.234,0.008,0.008,23.97,0.501,"32,535.28","102,844.76",5.961,18.339,8.530,,19.981,"2,850.00",-0.003,45.139,0.193,0.005,"2,235.95",0.025,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,MI,0.2407,0.313,0.277,0.178,0.195,0.301,0.323,0.246,0.256,0.378,0.789,0.670,0.785,0.800,0.902,13.133,"7,861.40",-0.255,0.362,74.299,89.178,64.010,83.356,70.472,58.714,0.015,0.013,0.017,0.051,0.244,0.096,0.061,0.646,1.065,68.225,0.259,0.707,0.055,0.053,0.242,0.606,0.255,1.064,0.011,0.010,23.51,0.525,"34,016.26","86,210.13",6.238,17.337,7.498,-0.033,13.462,,0.217,46.278,0.180,0.002,"2,298.93",0.026,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,MI,0.2261,0.323,0.121,0.250,0.211,0.311,0.414,0.313,0.200,0.316,0.781,0.700,0.824,0.810,0.789,18.116,"9,055.66",-0.115,0.238,83.413,85.755,62.134,82.838,67.314,65.787,0.015,0.018,0.010,0.116,0.298,0.125,0.082,0.588,-0.010,35.225,4.549,1.441,0.076,0.254,0.354,0.535,0.052,2.401,0.009,0.007,16.50,0.539,"26,896.28","106,538.91",6.246,17.245,-1.094,,14.588,"3,724.54",-0.091,42.149,0.223,0.004,"2,279.32",0.030,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,MI,0.1960,0.229,0.236,0.169,0.149,0.299,0.328,0.282,0.331,0.255,0.774,0.681,0.755,0.827,0.833,14.456,"9,454.63",0.174,0.089,81.998,85.374,63.461,80.945,66.147,68.102,0.051,0.049,0.052,0.210,0.265,0.082,0.085,0.561,-0.014,34.984,4.814,3.599,0.053,0.072,0.178,0.634,0.271,1.589,0.018,0.016,147.79,0.356,"36,187.98","132,625.70",5.998,20.267,-3.269,,15.642,"9,196.62",-0.147,40.187,0.205,0.003,"1,937.27",0.022,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,MI,0.2198,0.300,0.242,0.206,0.130,0.272,0.315,0.295,0.261,0.216,0.760,0.617,0.734,0.818,0.872,14.390,"10,877.65",-0.835,-0.192,80.232,84.627,63.528,79.527,64.330,75.929,0.120,0.109,0.128,0.474,0.297,0.108,0.145,0.434,-0.263,40.826,21.364,2.786,0.052,0.028,0.099,0.646,0.227,7.150,0.008,0.013,787.42,0.243,"44,744.51","177,739.09",7.582,20.867,-5.393,,23.758,"5,168.58",-0.115,37.332,0.249,0.006,"2,629.44",0.029,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,MI,0.1987,0.311,0.207,0.167,0.109,0.276,0.327,0.285,0.278,0.214,0.794,0.687,0.784,0.827,0.877,12.065,"9,439.61",0.815,0.510,84.179,88.180,64.681,84.227,66.725,64.296,0.080,0.078,0.079,0.164,0.257,0.110,0.102,0.509,1.048,37.546,7.931,4.735,0.037,0.067,0.168,0.689,0.133,4.541,0.020,0.025,262.28,0.356,"37,719.36","140,676.39",7.619,19.122,-1.481,,28.677,"4,724.50",0.185,39.505,0.228,0.003,"2,772.67",0.029,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,MI,0.2071,0.327,0.271,0.140,0.091,0.339,0.443,0.398,0.260,0.254,0.755,0.564,0.825,0.800,0.831,15.391,"9,269.12",0.646,-0.224,80.223,87.466,59.559,81.155,64.470,84.088,0.035,0.040,0.030,0.106,0.295,0.163,0.080,0.585,-0.164,28.192,2.093,2.655,0.049,0.156,0.335,0.602,0.152,1.677,0.023,0.019,80.00,0.467,"27,945.19","107,042.46",7.390,18.330,2.197,,17.055,"4,344.84",0.120,41.836,0.205,0.003,"1,879.51",0.025,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,MI,0.1848,0.279,0.204,0.121,0.135,0.317,0.364,0.323,0.292,0.289,0.769,0.610,0.760,0.816,0.890,14.134,"9,761.14",0.009,0.077,80.055,83.944,66.741,81.083,68.773,77.667,0.056,0.053,0.057,0.325,0.310,0.113,0.088,0.506,0.544,50.372,7.749,4.085,0.056,-0.016,0.087,0.613,0.221,1.881,0.011,0.012,125.83,0.376,"36,937.96","116,151.77",6.193,20.100,-1.907,,16.163,"4,224.32",-0.092,40.907,0.228,0.003,"2,118.32",0.026,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,MI,0.1888,0.278,0.241,0.191,0.044,0.380,0.456,0.366,0.319,0.378,0.761,0.595,0.753,0.872,0.822,16.510,"8,607.86",0.514,1.166,87.272,89.846,69.490,85.041,72.956,57.007,0.022,0.026,0.019,0.119,0.293,0.135,0.078,0.593,0.068,32.584,2.384,1.180,0.067,0.216,0.430,0.603,0.233,1.537,0.020,0.016,42.55,0.407,"30,109.23","105,867.08",6.059,19.426,1.666,,14.488,"4,440.35",0.048,41.542,0.205,0.005,"1,750.92",0.029,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,MI,0.1740,0.233,0.163,0.100,0.200,0.273,0.419,0.174,0.300,0.200,0.742,0.581,0.653,0.933,0.800,16.024,"8,213.02",1.036,1.032,85.444,88.008,70.325,83.420,73.220,54.099,0.020,0.020,0.021,0.063,0.274,0.107,0.098,0.600,1.041,44.696,1.114,2.824,0.079,0.069,0.201,0.589,0.208,1.394,0.016,0.016,50.83,0.493,"33,399.83","106,059.62",6.004,18.279,6.417,,15.110,"1,974.00",-0.225,42.238,0.206,0.003,"2,207.45",0.035,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,MI,0.1913,0.287,0.222,0.157,0.099,0.263,0.331,0.262,0.261,0.199,0.788,0.637,0.758,0.857,0.900,14.196,"8,637.43",0.379,0.566,84.118,86.767,67.194,82.520,69.367,63.480,0.064,0.060,0.064,0.183,0.303,0.109,0.109,0.520,0.292,32.502,8.233,3.361,0.046,0.092,0.202,0.667,0.237,3.210,0.019,0.020,209.06,0.360,"36,930.98","130,995.98",6.573,18.927,-2.101,,22.718,"5,368.79",-0.016,37.982,0.232,0.006,"2,148.95",0.025,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,MI,0.1969,0.249,0.233,0.173,0.132,0.250,0.309,0.253,0.246,0.191,0.793,0.645,0.780,0.852,0.896,13.999,"8,426.86",0.320,0.869,82.267,88.470,71.100,82.916,69.602,51.287,0.066,0.056,0.073,0.256,0.254,0.088,0.127,0.559,0.505,46.887,6.401,5.986,0.048,0.290,0.416,0.682,0.270,4.606,0.012,0.012,237.17,0.344,"37,482.85","148,119.51",7.234,19.765,0.369,,21.197,"7,136.96",-0.014,40.124,0.193,0.006,"2,328.32",0.026,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,MI,0.1699,0.273,0.165,0.156,0.087,0.261,0.323,0.268,0.216,0.238,0.790,0.626,0.760,0.878,0.894,15.365,"8,139.84",-1.447,1.132,87.259,89.186,70.233,81.742,74.558,52.638,0.034,0.028,0.038,0.036,0.276,0.069,0.140,0.595,0.900,37.958,0.300,1.624,0.051,0.440,0.647,0.654,0.139,1.887,0.018,0.013,71.08,0.356,"39,702.80","167,837.58",6.314,18.827,5.284,,23.431,"2,984.00",-0.279,41.667,0.174,0.005,"2,555.17",0.034,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,MI,0.1911,0.333,0.212,0.143,0.076,0.276,0.318,0.294,0.304,0.188,0.806,0.744,0.770,0.816,0.894,15.837,"7,855.97",-0.314,0.760,87.828,89.134,63.803,78.004,73.488,50.249,0.031,0.030,0.033,0.021,0.274,0.091,0.214,0.599,0.933,41.606,0.293,0.904,0.070,0.321,0.465,0.633,0.142,1.446,0.016,0.013,52.48,0.428,"37,710.97","150,943.30",6.357,19.145,6.258,,20.338,"2,190.00",-0.305,42.112,0.178,0.003,"2,362.94",0.038,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,MI,0.2345,0.375,0.163,0.158,0.242,0.309,0.437,0.271,0.342,0.188,0.770,0.625,0.733,0.842,0.879,16.033,"8,781.83",0.761,0.772,86.377,88.512,62.101,82.717,72.521,50.535,0.012,0.010,0.013,0.019,0.287,0.115,0.075,0.606,0.715,57.186,0.277,0.719,0.086,0.001,0.072,0.530,0.170,1.238,0.016,0.011,34.50,0.472,"34,474.02","104,572.43",5.684,19.164,-1.233,,11.980,"2,460.00",-0.053,41.988,0.184,0.002,"2,343.73",0.028,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,MI,0.2397,0.323,0.232,0.143,0.261,0.342,0.406,0.379,0.407,0.174,0.665,0.569,0.638,0.714,0.739,17.095,"9,662.15",-0.281,0.542,85.430,87.941,62.994,83.842,69.755,66.405,0.027,0.025,0.028,0.037,0.300,0.117,0.133,0.556,0.606,35.070,0.380,0.890,0.068,0.458,0.676,0.532,0.140,1.462,0.022,0.014,31.92,0.457,"34,359.56","108,556.05",5.917,18.836,-0.154,,11.826,"2,141.00",-0.205,42.007,0.192,0.004,"1,681.34",0.034,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,OH,0.2080,0.311,0.221,0.164,0.136,0.281,0.316,0.278,0.289,0.243,0.735,0.588,0.710,0.792,0.851,14.489,"10,110.62",-0.561,-0.340,76.830,82.301,65.776,79.151,60.563,63.979,0.080,0.073,0.084,0.355,0.286,0.098,0.102,0.578,0.475,39.819,11.645,1.098,0.045,0.024,0.119,0.653,0.220,2.051,0.012,0.015,294.43,0.341,"39,001.59","131,964.19",5.710,18.876,6.093,,20.046,"8,460.45",0.038,38.262,0.234,0.008,"2,162.11",0.025,2.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,OH,0.1583,0.340,0.188,0.105,0.000,0.321,0.213,0.433,0.353,0.286,0.691,0.553,0.594,0.684,0.933,15.393,"9,977.05",1.538,-0.646,81.282,85.990,62.179,80.927,52.860,93.438,0.019,0.020,0.017,0.066,0.250,0.102,0.080,0.644,0.210,31.750,1.868,0.759,0.043,0.150,0.343,0.654,0.225,0.860,0.026,0.023,80.14,0.345,"32,902.86","118,267.03",4.805,20.486,7.924,,11.583,"8,682.50",-0.056,38.669,0.193,0.005,"1,849.70",0.019,2.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,IN,0.2717,0.343,0.335,0.151,0.258,0.277,0.320,0.234,0.317,0.237,0.741,0.585,0.754,0.753,0.871,18.487,"10,252.29",-1.002,-0.591,82.105,85.150,59.221,75.820,63.485,91.326,0.038,0.036,0.038,0.120,0.284,0.104,0.105,0.590,0.887,41.671,3.882,1.081,0.054,-0.064,0.041,0.643,0.282,1.190,0.012,0.016,133.36,0.464,"34,114.91","106,614.74",7.067,17.950,-1.393,,12.065,"11,267.33",-0.080,37.314,0.219,0.012,"2,148.26",0.022,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,OH,0.2277,0.345,0.272,0.176,0.119,0.243,0.297,0.251,0.238,0.186,0.735,0.562,0.712,0.789,0.877,13.672,"10,166.41",-0.510,-0.240,79.627,84.456,63.251,81.268,62.367,77.347,0.110,0.106,0.113,0.349,0.314,0.097,0.138,0.524,0.388,44.399,11.745,1.144,0.041,0.142,0.271,0.667,0.173,2.602,0.011,0.012,488.58,0.258,"42,062.96","154,935.26",6.243,19.147,5.432,-0.015,25.027,"5,414.59",-0.011,37.856,0.225,0.010,"2,174.13",0.024,2.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,KY,0.2904,0.340,0.326,0.305,0.190,0.248,0.292,0.247,0.182,0.270,0.663,0.500,0.642,0.766,0.743,20.104,"10,328.46",0.674,-1.363,84.092,82.197,54.866,77.983,52.606,118.515,0.027,0.025,0.026,0.124,0.338,0.194,0.083,0.519,-0.162,52.348,2.779,0.687,0.055,0.011,0.165,0.585,0.223,0.571,0.011,0.009,41.39,0.322,"27,372.05","83,572.75",6.080,16.282,-3.840,-0.005,10.047,"1,150.00",0.002,40.090,0.173,0.004,"1,613.37",0.013,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,IN,0.2397,0.319,0.299,0.216,0.125,0.315,0.295,0.333,0.286,0.345,0.711,0.596,0.648,0.706,0.893,16.034,"9,034.77",0.349,-0.441,73.892,86.244,63.920,81.298,61.687,87.435,0.039,0.038,0.039,0.048,0.228,0.079,0.084,0.632,0.360,53.467,0.272,0.636,0.037,0.171,0.397,0.679,0.279,0.857,0.022,0.016,73.72,0.314,"35,834.52","137,270.03",6.150,19.460,3.411,,12.747,,,43.460,0.152,0.006,"1,944.17",0.016,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,KY,0.2187,0.326,0.235,0.196,0.118,0.227,0.259,0.230,0.224,0.196,0.722,0.568,0.678,0.777,0.866,17.916,"9,931.94",0.370,-0.087,80.955,85.823,63.530,78.978,64.235,70.607,0.082,0.072,0.090,0.170,0.352,0.120,0.133,0.490,0.304,51.386,9.048,2.346,0.041,0.262,0.404,0.677,0.162,3.721,0.016,0.016,173.56,0.345,"36,577.01","137,045.58",5.984,16.634,-3.656,0.015,26.564,"4,440.66",0.054,36.947,0.223,0.008,"1,527.22",0.019,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,KY,0.2804,0.392,0.316,0.262,0.151,0.284,0.311,0.301,0.295,0.228,0.668,0.488,0.647,0.776,0.759,18.661,"9,924.07",2.529,-0.451,82.377,86.507,55.605,83.821,58.798,86.748,0.020,0.018,0.025,0.077,0.332,0.194,0.125,0.508,-1.132,34.171,2.612,1.047,0.068,0.142,0.242,0.571,0.235,0.508,0.018,0.013,58.94,0.323,"28,067.29","98,629.00",5.556,15.751,-6.920,0.014,11.674,,,38.977,0.193,0.003,"1,229.73",0.010,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,KY,0.2336,0.346,0.261,0.111,0.216,0.287,0.294,0.370,0.278,0.206,0.639,0.404,0.565,0.722,0.865,19.153,"10,022.73",-0.138,-0.638,82.900,84.902,64.290,75.383,57.284,93.676,0.027,0.025,0.034,0.090,0.319,0.152,0.073,0.552,-0.026,69.267,5.142,1.230,0.054,0.171,0.286,0.603,0.243,1.428,0.020,0.015,86.64,0.353,"30,745.68","106,399.90",5.847,16.020,-3.142,0.009,13.467,"16,900.00",0.452,39.653,0.195,0.006,"1,239.02",0.012,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,KY,0.2627,0.371,0.297,0.208,0.175,0.252,0.312,0.266,0.208,0.221,0.703,0.527,0.728,0.750,0.808,17.408,"10,322.37",-0.387,-0.344,81.021,84.124,62.206,82.889,63.634,97.318,0.027,0.026,0.026,0.156,0.265,0.124,0.085,0.619,-1.309,52.635,7.444,2.370,0.056,0.094,0.140,0.639,0.200,2.869,0.032,0.026,77.60,0.338,"29,945.48","108,197.49",5.676,18.014,-1.755,-0.006,12.554,"1,084.10",-0.103,42.363,0.191,0.005,"1,516.75",0.011,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,KY,0.2467,0.348,0.294,0.200,0.145,0.241,0.288,0.264,0.228,0.185,0.731,0.548,0.696,0.803,0.876,15.762,"10,411.40",-0.256,0.190,81.597,84.846,67.368,81.970,67.514,76.912,0.104,0.095,0.110,0.311,0.334,0.109,0.137,0.506,0.388,52.860,13.203,1.684,0.045,0.093,0.201,0.660,0.162,2.689,0.012,0.012,309.11,0.261,"39,192.27","138,552.50",5.998,17.884,-6.336,0.020,21.550,"6,141.15",-0.045,37.875,0.250,0.010,"1,833.11",0.019,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,IN,0.2513,0.417,0.091,0.267,0.231,0.402,0.278,0.290,0.500,0.538,0.717,0.500,0.667,0.933,0.769,17.322,"10,847.41",0.374,-1.019,82.555,81.266,60.072,73.530,62.736,110.001,0.012,0.019,0.006,0.032,0.288,0.114,0.067,0.581,0.462,50.393,1.346,1.546,0.047,0.088,0.250,0.644,0.272,1.341,0.021,0.019,78.06,0.411,"31,204.81","112,339.32",6.341,17.314,-0.717,0.008,13.324,"9,007.70",-0.044,40.803,0.205,0.006,"2,190.31",0.018,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,KY,0.2753,0.385,0.286,0.254,0.175,0.261,0.284,0.264,0.214,0.282,0.714,0.576,0.680,0.737,0.863,17.692,"9,558.26",-0.819,0.409,85.305,86.412,67.058,84.579,65.721,76.756,0.022,0.022,0.017,0.092,0.270,0.141,0.125,0.610,0.475,76.787,6.788,1.072,0.055,0.184,0.369,0.628,0.291,1.144,0.021,0.016,62.27,0.373,"30,725.82","107,701.00",6.317,18.152,-1.755,-0.002,12.208,"6,000.00",-0.105,44.115,0.202,0.004,"1,284.40",0.011,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
